# entry_rcm threshold = 2.00 mm, tip_target threshold = 3.00 mm, skull threshold = 0 mm
time_s,dt_s,fps,task,mode,phase,insertion_progress,lambda,tip_x,tip_y,tip_z,rcm_x,rcm_y,rcm_z,entry_side_x,entry_side_y,entry_side_z,desired_tip_x,desired_tip_y,desired_tip_z,desired_entry_cone_x,desired_entry_cone_y,desired_entry_cone_z,desired_tip_cone_x,desired_tip_cone_y,desired_tip_cone_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,tip_target_error_mm,entry_rcm_error_mm,target_rcm_error_mm,task2_entry_cone_error_mm,task4_tip_cone_error_mm,active_task_error_mm,tip_line_distance_mm,shaft_line_max_distance_mm,tool_axis_angle_deg,skull_violation_mm,qdot_norm_rad_s,raw_task_qdot_norm_rad_s,nullspace_joint_contrib_norm_rad_s,boosted_damping,jacobian_sigma_min,jacobian_sigma_max,jacobian_condition_number,jacobian_numerical_rank,jacobian_sigma_min_nonzero,jacobian_effective_condition_number,task2_nullspace_disabled,lambdadot,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q1dot_deg_s,q2dot_deg_s,q3dot_deg_s,q4dot_deg_s,q5dot_deg_s,q6dot_deg_s,entry_rcm_ok,tip_target_ok,skull_ok_0mm
63.8667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00758,1.30932,0.09913,1.00491,1.31172,0.09932,0.79725,1.49780,0.11449,1.00000,1.30000,0.10000,0.81337,1.51337,0.11175,1.01176,1.31176,0.06920,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.049,278.272,12.725,22.574,30.311,22.574,11.986,438.775,4.418,0.000,0.03027,0.02945,0.00481,0.05500,0.0000000,2.3752030,200970844.863,5,0.0000726,32738.336,0,0.00000,4.311,-23.575,-24.634,-91.988,0.100,0.000,0.890,0.017,-0.052,0.437,1.422,0.000,0,0,1
63.9333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00762,1.30936,0.09911,1.00494,1.31176,0.09931,0.79726,1.49783,0.11434,1.00000,1.30000,0.10000,0.81344,1.51345,0.11158,1.01194,1.31194,0.06934,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.098,278.273,12.771,22.659,30.195,22.659,12.036,438.762,4.403,0.000,0.03100,0.02966,0.00481,0.05500,0.0000000,2.3750363,1000000000000.000,5,0.0001618,14682.531,0,0.00000,4.342,-23.574,-24.636,-91.970,0.150,0.000,0.882,0.020,-0.056,0.628,1.407,0.000,0,0,1
64.0000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00765,1.30939,0.09910,1.00497,1.31179,0.09929,0.79728,1.49785,0.11420,1.00000,1.30000,0.10000,0.81352,1.51352,0.11140,1.01211,1.31211,0.06948,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.148,278.274,12.817,22.742,30.078,22.742,12.085,438.748,4.387,0.000,0.03277,0.03111,0.00481,0.05500,0.0000000,2.3752812,327729166.545,5,0.0002229,10654.953,0,0.00000,4.374,-23.574,-24.637,-91.947,0.200,0.000,0.906,0.020,-0.055,0.775,1.449,0.000,0,0,1
64.0667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00768,1.30943,0.09909,1.00501,1.31183,0.09928,0.79729,1.49787,0.11405,1.00000,1.30000,0.10000,0.81359,1.51360,0.11122,1.01229,1.31229,0.06962,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.196,278.275,12.862,22.825,29.962,22.825,12.134,438.735,4.372,0.000,0.03416,0.03229,0.00481,0.05500,0.0000000,2.3752940,283379818.505,5,0.0002709,8767.235,0,0.00000,4.406,-23.573,-24.639,-91.920,0.251,0.000,0.924,0.023,-0.058,0.884,1.480,0.000,0,0,1
64.1333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00772,1.30946,0.09907,1.00504,1.31186,0.09926,0.79731,1.49790,0.11391,1.00000,1.30000,0.10000,0.81367,1.51367,0.11104,1.01246,1.31246,0.06976,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.244,278.276,12.907,22.906,29.845,22.906,12.182,438.721,4.356,0.000,0.03541,0.03337,0.00480,0.05500,0.0000000,2.3751091,1000000000000.000,5,0.0003131,7585.167,0,0.00000,4.438,-23.572,-24.642,-91.889,0.303,0.000,0.939,0.023,-0.058,0.981,1.506,0.000,0,0,1
64.2000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00775,1.30950,0.09906,1.00507,1.31189,0.09925,0.79732,1.49792,0.11376,1.00000,1.30000,0.10000,0.81374,1.51374,0.11086,1.01264,1.31264,0.06991,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.292,278.277,12.951,22.987,29.728,22.987,12.230,438.708,4.340,0.000,0.03680,0.03445,0.00480,0.05500,0.0000000,2.3753781,189817661.436,5,0.0003825,6209.690,0,0.00000,4.471,-23.571,-24.644,-91.852,0.355,0.000,0.938,0.026,-0.062,1.142,1.502,0.000,0,0,1
64.2667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00778,1.30953,0.09905,1.00510,1.31193,0.09923,0.79733,1.49794,0.11361,1.00000,1.30000,0.10000,0.81381,1.51381,0.11068,1.01281,1.31281,0.07005,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.339,278.278,12.995,23.066,29.611,23.066,12.277,438.694,4.324,0.000,0.03888,0.03636,0.00480,0.05500,0.0000000,2.3751983,319497700.118,5,0.0004416,5378.334,0,0.00000,4.504,-23.570,-24.646,-91.811,0.408,0.000,0.964,0.028,-0.064,1.278,1.548,0.000,0,0,1
64.3333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00781,1.30956,0.09904,1.00513,1.31196,0.09922,0.79734,1.49796,0.11345,1.00000,1.30000,0.10000,0.81388,1.51388,0.11050,1.01298,1.31298,0.07020,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.385,278.279,13.038,23.144,29.494,23.144,12.323,438.680,4.308,0.000,0.04114,0.03834,0.00479,0.05500,0.0000000,2.3750773,558623874.772,5,0.0005272,4504.982,0,0.00000,4.537,-23.569,-24.648,-91.766,0.462,0.000,0.971,0.028,-0.065,1.478,1.557,0.000,0,0,1
64.4000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00784,1.30959,0.09903,1.00516,1.31199,0.09921,0.79735,1.49798,0.11330,1.00000,1.30000,0.10000,0.81395,1.51395,0.11031,1.01315,1.31315,0.07035,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.431,278.280,13.081,23.220,29.378,23.220,12.369,438.667,4.291,0.000,0.04322,0.04028,0.00479,0.05500,0.0000000,2.3750272,1000000000000.000,5,0.0005878,4040.488,0,0.00000,4.572,-23.568,-24.651,-91.716,0.517,0.000,0.990,0.032,-0.071,1.617,1.591,0.000,0,0,1
64.4667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00787,1.30963,0.09901,1.00520,1.31202,0.09919,0.79737,1.49801,0.11314,1.00000,1.30000,0.10000,0.81402,1.51402,0.11013,1.01332,1.31332,0.07050,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.476,278.282,13.123,23.296,29.261,23.296,12.414,438.653,4.275,0.000,0.04393,0.04096,0.00479,0.05500,0.0000000,2.3752259,1000000000000.000,5,0.0006006,3954.920,0,0.00000,4.606,-23.567,-24.653,-91.660,0.572,0.000,1.001,0.034,-0.073,1.654,1.610,0.000,0,0,1
64.5333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00791,1.30966,0.09900,1.00523,1.31206,0.09918,0.79738,1.49803,0.11298,1.00000,1.30000,0.10000,0.81408,1.51408,0.10994,1.01349,1.31349,0.07066,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.520,278.283,13.164,23.370,29.145,23.370,12.458,438.640,4.258,0.000,0.04722,0.04397,0.00478,0.05500,0.0000000,2.3752579,405305806.037,5,0.0007162,3316.419,0,0.00000,4.641,-23.566,-24.656,-91.600,0.628,0.000,1.005,0.037,-0.080,1.923,1.614,0.000,0,0,1
64.6000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00794,1.30969,0.09899,1.00526,1.31209,0.09917,0.79739,1.49805,0.11283,1.00000,1.30000,0.10000,0.81415,1.51415,0.10976,1.01366,1.31366,0.07081,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.564,278.284,13.205,23.443,29.029,23.443,12.502,438.626,4.241,0.000,0.04968,0.04633,0.00478,0.05500,0.0000000,2.3753415,263844545.966,5,0.0007803,3044.169,0,0.00000,4.676,-23.565,-24.659,-91.536,0.685,0.000,1.025,0.040,-0.085,2.078,1.650,0.000,0,0,1
64.6667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00796,1.30972,0.09898,1.00528,1.31212,0.09916,0.79740,1.49807,0.11267,1.00000,1.30000,0.10000,0.81421,1.51421,0.10957,1.01383,1.31383,0.07097,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.607,278.285,13.246,23.514,28.912,23.514,12.545,438.613,4.224,0.000,0.05059,0.04720,0.00477,0.05500,0.0000000,2.3753581,1000000000000.000,5,0.0008056,2948.445,0,0.00000,4.712,-23.563,-24.662,-91.467,0.742,0.000,1.030,0.040,-0.087,2.141,1.658,0.000,0,0,1
64.7333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00799,1.30975,0.09898,1.00531,1.31215,0.09915,0.79741,1.49809,0.11250,1.00000,1.30000,0.10000,0.81427,1.51427,0.10938,1.01399,1.31399,0.07113,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.649,278.286,13.285,23.585,28.797,23.585,12.588,438.599,4.207,0.000,0.05458,0.05103,0.00477,0.05500,0.0000000,2.3751144,246099520.728,5,0.0009145,2597.115,0,0.00000,4.748,-23.562,-24.665,-91.392,0.800,0.000,1.055,0.045,-0.096,2.401,1.700,0.000,0,0,1
64.8000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00802,1.30978,0.09897,1.00534,1.31218,0.09914,0.79742,1.49810,0.11234,1.00000,1.30000,0.10000,0.81433,1.51433,0.10920,1.01416,1.31416,0.07129,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.690,278.288,13.324,23.654,28.681,23.654,12.629,438.585,4.190,0.000,0.05754,0.05387,0.00476,0.05500,0.0000000,2.3752134,1000000000000.000,5,0.0010030,2368.023,0,0.00000,4.785,-23.560,-24.668,-91.310,0.859,0.000,1.062,0.048,-0.103,2.607,1.712,0.000,0,0,1
64.8667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00805,1.30981,0.09896,1.00537,1.31221,0.09913,0.79743,1.49812,0.11217,1.00000,1.30000,0.10000,0.81439,1.51439,0.10901,1.01433,1.31433,0.07146,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.731,278.289,13.362,23.721,28.566,23.721,12.670,438.572,4.172,0.000,0.05744,0.05379,0.00476,0.05500,0.0000000,2.3750023,1000000000000.000,5,0.0009941,2389.067,0,0.00000,4.822,-23.558,-24.672,-91.226,0.919,0.000,1.065,0.050,-0.107,2.596,1.715,0.000,0,0,1
64.9333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00808,1.30984,0.09895,1.00540,1.31223,0.09912,0.79744,1.49814,0.11201,1.00000,1.30000,0.10000,0.81445,1.51445,0.10882,1.01449,1.31449,0.07162,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.771,278.290,13.400,23.787,28.451,23.787,12.711,438.559,4.155,0.000,0.06002,0.05633,0.00475,0.05500,0.0000000,2.3753370,361690028.469,5,0.0010528,2256.302,0,0.00000,4.859,-23.556,-24.676,-91.136,0.979,0.000,1.090,0.054,-0.115,2.743,1.759,0.000,0,0,1
65.0000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00811,1.30986,0.09894,1.00542,1.31226,0.09911,0.79744,1.49816,0.11184,1.00000,1.30000,0.10000,0.81451,1.51451,0.10863,1.01465,1.31465,0.07179,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.811,278.291,13.436,23.852,28.337,23.852,12.750,438.545,4.137,0.000,0.06486,0.06106,0.00474,0.05500,0.0000000,2.3750631,1000000000000.000,5,0.0011787,2014.941,0,0.00000,4.897,-23.555,-24.680,-91.041,1.041,0.000,1.118,0.058,-0.125,3.045,1.808,0.000,0,0,1
65.0667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00813,1.30989,0.09894,1.00545,1.31229,0.09910,0.79745,1.49818,0.11167,1.00000,1.30000,0.10000,0.81457,1.51457,0.10843,1.01481,1.31481,0.07196,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.849,278.293,13.473,23.916,28.223,23.916,12.789,438.532,4.119,0.000,0.06703,0.06317,0.00474,0.05500,0.0000000,2.3751062,174543623.130,5,0.0012386,1917.559,0,0.00000,4.936,-23.552,-24.684,-90.939,1.103,0.000,1.122,0.061,-0.133,3.191,1.814,0.000,0,0,1
65.1333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00816,1.30992,0.09893,1.00548,1.31231,0.09909,0.79746,1.49820,0.11150,1.00000,1.30000,0.10000,0.81462,1.51462,0.10824,1.01497,1.31497,0.07213,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.887,278.294,13.508,23.977,28.109,23.977,12.827,438.519,4.101,0.000,0.06811,0.06424,0.00473,0.05500,0.0000000,2.3752529,1000000000000.000,5,0.0012646,1878.289,0,0.00000,4.975,-23.550,-24.689,-90.830,1.166,0.000,1.125,0.063,-0.140,3.261,1.819,0.000,0,0,1
65.2000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00818,1.30994,0.09893,1.00550,1.31234,0.09908,0.79747,1.49821,0.11132,1.00000,1.30000,0.10000,0.81468,1.51468,0.10805,1.01514,1.31514,0.07231,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.924,278.295,13.543,24.038,27.997,24.038,12.864,438.505,4.083,0.000,0.07345,0.06948,0.00472,0.05500,0.0000000,2.3751303,272656773.263,5,0.0014008,1695.552,0,0.00000,5.014,-23.548,-24.694,-90.717,1.230,0.000,1.149,0.068,-0.153,3.592,1.860,0.000,0,0,1
65.2667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00821,1.30997,0.09892,1.00553,1.31237,0.09908,0.79748,1.49823,0.11115,1.00000,1.30000,0.10000,0.81473,1.51473,0.10786,1.01529,1.31529,0.07248,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.960,278.297,13.576,24.097,27.884,24.097,12.900,438.492,4.065,0.000,0.07332,0.06939,0.00472,0.05500,0.0000000,2.3751373,211282999.351,5,0.0013863,1713.313,0,0.00000,5.054,-23.546,-24.700,-90.598,1.294,0.000,1.163,0.071,-0.160,3.567,1.883,0.000,0,0,1
65.3333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00824,1.31000,0.09892,1.00555,1.31239,0.09907,0.79748,1.49825,0.11097,1.00000,1.30000,0.10000,0.81478,1.51478,0.10766,1.01545,1.31545,0.07266,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,12.995,278.298,13.610,24.154,27.773,24.154,12.935,438.479,4.047,0.000,0.07750,0.07351,0.00471,0.05500,0.0000000,2.3750699,187379311.988,5,0.0014911,1592.827,0,0.00000,5.095,-23.543,-24.705,-90.474,1.359,0.000,1.183,0.076,-0.173,3.822,1.918,0.000,0,0,1
65.4000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00826,1.31002,0.09891,1.00558,1.31242,0.09906,0.79749,1.49826,0.11079,1.00000,1.30000,0.10000,0.81483,1.51483,0.10747,1.01561,1.31561,0.07284,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.030,278.299,13.642,24.210,27.662,24.210,12.970,438.466,4.028,0.000,0.08069,0.07665,0.00470,0.05500,0.0000000,2.3747113,1000000000000.000,5,0.0015734,1509.244,0,0.00000,5.135,-23.540,-24.712,-90.343,1.426,0.000,1.187,0.081,-0.187,4.027,1.925,0.000,0,0,1
65.4667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00828,1.31004,0.09891,1.00560,1.31244,0.09906,0.79750,1.49828,0.11061,1.00000,1.30000,0.10000,0.81488,1.51488,0.10727,1.01576,1.31576,0.07302,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.063,278.301,13.673,24.264,27.551,24.264,13.004,438.453,4.010,0.000,0.08440,0.08032,0.00469,0.05500,0.0000000,2.3749765,1000000000000.000,5,0.0016710,1421.320,0,0.00000,5.177,-23.537,-24.718,-90.205,1.493,0.000,1.191,0.084,-0.199,4.265,1.931,0.000,0,0,1
65.5333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00831,1.31007,0.09891,1.00562,1.31246,0.09905,0.79750,1.49829,0.11043,1.00000,1.30000,0.10000,0.81492,1.51492,0.10708,1.01592,1.31592,0.07320,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.096,278.302,13.704,24.316,27.442,24.316,13.036,438.440,3.991,0.000,0.08593,0.08185,0.00468,0.05500,0.0000000,2.3750249,1000000000000.000,5,0.0016974,1399.205,0,0.00000,5.219,-23.534,-24.725,-90.064,1.560,0.000,1.214,0.088,-0.210,4.339,1.971,0.000,0,0,1
65.6000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00833,1.31009,0.09891,1.00565,1.31248,0.09905,0.79751,1.49831,0.11024,1.00000,1.30000,0.10000,0.81497,1.51497,0.10688,1.01607,1.31607,0.07339,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.128,278.304,13.734,24.367,27.333,24.367,13.068,438.427,3.972,0.000,0.08969,0.08559,0.00467,0.05500,0.0000000,2.3752716,287113046.554,5,0.0017906,1326.543,0,0.00000,5.261,-23.531,-24.733,-89.913,1.629,0.000,1.227,0.094,-0.227,4.568,1.994,0.000,0,0,1
65.6667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00835,1.31011,0.09891,1.00567,1.31251,0.09905,0.79752,1.49832,0.11006,1.00000,1.30000,0.10000,0.81501,1.51502,0.10668,1.01623,1.31623,0.07357,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.158,278.305,13.763,24.416,27.225,24.416,13.099,438.415,3.953,0.000,0.09348,0.08937,0.00466,0.05500,0.0000000,2.3749433,1000000000000.000,5,0.0018773,1265.069,0,0.00000,5.304,-23.528,-24.741,-89.757,1.699,0.000,1.251,0.100,-0.244,4.787,2.035,0.000,0,0,1
65.7333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00837,1.31013,0.09891,1.00569,1.31253,0.09904,0.79752,1.49834,0.10987,1.00000,1.30000,0.10000,0.81506,1.51506,0.10648,1.01638,1.31638,0.07376,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.188,278.307,13.791,24.463,27.119,24.463,13.130,438.402,3.934,0.000,0.09629,0.09216,0.00465,0.05500,0.0000000,2.3750569,1000000000000.000,5,0.0019430,1222.350,0,0.00000,5.347,-23.524,-24.750,-89.593,1.769,0.000,1.262,0.105,-0.259,4.954,2.055,0.000,0,0,1
65.8000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00839,1.31015,0.09891,1.00571,1.31255,0.09904,0.79753,1.49836,0.10968,1.00000,1.30000,0.10000,0.81510,1.51510,0.10629,1.01653,1.31653,0.07395,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.217,278.308,13.818,24.509,27.013,24.509,13.159,438.390,3.915,0.000,0.10030,0.09614,0.00464,0.05500,0.0000000,2.3749583,279184852.666,5,0.0020415,1163.343,0,0.00000,5.391,-23.521,-24.759,-89.424,1.841,0.000,1.269,0.111,-0.277,5.201,2.067,0.000,0,0,1
65.8667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00841,1.31017,0.09891,1.00573,1.31257,0.09904,0.79753,1.49837,0.10949,1.00000,1.30000,0.10000,0.81514,1.51514,0.10609,1.01668,1.31668,0.07414,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.245,278.310,13.845,24.553,26.908,24.553,13.187,438.377,3.895,0.000,0.10351,0.09936,0.00463,0.05500,0.0000000,2.3752423,161921584.301,5,0.0021125,1124.394,0,0.00000,5.436,-23.517,-24.769,-89.249,1.913,0.000,1.295,0.117,-0.296,5.379,2.113,0.000,0,0,1
65.9333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00843,1.31019,0.09891,1.00575,1.31259,0.09904,0.79754,1.49838,0.10930,1.00000,1.30000,0.10000,0.81518,1.51518,0.10589,1.01683,1.31683,0.07433,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.272,278.311,13.870,24.595,26.804,24.595,13.214,438.365,3.876,0.000,0.10837,0.10419,0.00462,0.05500,0.0000000,2.3750595,306806516.034,5,0.0022313,1064.447,0,0.00000,5.481,-23.513,-24.779,-89.068,1.986,0.000,1.304,0.121,-0.315,5.675,2.130,0.000,0,0,1
66.0000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00845,1.31021,0.09891,1.00577,1.31261,0.09904,0.79755,1.49840,0.10910,1.00000,1.30000,0.10000,0.81522,1.51522,0.10569,1.01697,1.31697,0.07453,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.298,278.312,13.894,24.635,26.702,24.635,13.239,438.353,3.856,0.000,0.11072,0.10655,0.00461,0.05500,0.0000000,2.3750878,229738142.423,5,0.0022812,1041.139,0,0.00000,5.526,-23.508,-24.790,-88.878,2.061,0.000,1.331,0.128,-0.333,5.797,2.177,0.000,0,0,1
66.0667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00847,1.31023,0.09892,1.00579,1.31262,0.09904,0.79755,1.49841,0.10890,1.00000,1.30000,0.10000,0.81525,1.51526,0.10549,1.01712,1.31712,0.07472,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.323,278.314,13.918,24.673,26.600,24.673,13.264,438.341,3.836,0.000,0.11473,0.11055,0.00459,0.05500,0.0000000,2.3752914,3943851545.462,5,0.0023780,998.844,0,0.00000,5.572,-23.504,-24.802,-88.682,2.136,0.000,1.332,0.135,-0.356,6.045,2.180,0.000,0,0,1
66.1333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00849,1.31024,0.09892,1.00580,1.31264,0.09905,0.79756,1.49843,0.10871,1.00000,1.30000,0.10000,0.81529,1.51529,0.10528,1.01726,1.31726,0.07492,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.346,278.315,13.940,24.709,26.500,24.709,13.288,438.329,3.817,0.000,0.11969,0.11549,0.00458,0.05500,0.0000000,2.3753727,1000000000000.000,5,0.0024969,951.344,0,0.00000,5.618,-23.499,-24.814,-88.477,2.212,0.000,1.349,0.143,-0.382,6.337,2.210,0.000,0,0,1
66.2000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00850,1.31026,0.09893,1.00582,1.31266,0.09905,0.79756,1.49844,0.10851,1.00000,1.30000,0.10000,0.81532,1.51532,0.10508,1.01741,1.31741,0.07512,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.369,278.317,13.961,24.743,26.401,24.743,13.311,438.317,3.797,0.000,0.12115,0.11697,0.00457,0.05500,0.0000000,2.3754756,212416442.197,5,0.0025235,941.330,0,0.00000,5.665,-23.494,-24.828,-88.268,2.288,0.000,1.365,0.148,-0.401,6.413,2.239,0.000,0,0,1
66.2667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00852,1.31028,0.09893,1.00583,1.31267,0.09905,0.79757,1.49846,0.10830,1.00000,1.30000,0.10000,0.81536,1.51536,0.10488,1.01755,1.31755,0.07532,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.391,278.318,13.982,24.775,26.303,24.775,13.333,438.306,3.777,0.000,0.12473,0.12055,0.00456,0.05500,0.0000000,2.3755455,356062451.356,5,0.0026051,911.870,0,0.00000,5.713,-23.489,-24.842,-88.051,2.367,0.000,1.384,0.155,-0.424,6.617,2.274,0.000,0,0,1
66.3333,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00854,1.31029,0.09894,1.00585,1.31269,0.09906,0.79757,1.49847,0.10810,1.00000,1.30000,0.10000,0.81539,1.51539,0.10468,1.01769,1.31769,0.07553,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.411,278.320,14.001,24.805,26.207,24.805,13.354,438.294,3.757,0.000,0.13090,0.12670,0.00454,0.05500,0.0000000,2.3758006,1000000000000.000,5,0.0027540,862.684,0,0.00000,5.761,-23.483,-24.857,-87.826,2.446,0.000,1.397,0.164,-0.455,6.984,2.299,0.000,0,0,1
66.4000,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00855,1.31030,0.09895,1.00586,1.31270,0.09906,0.79758,1.49848,0.10789,1.00000,1.30000,0.10000,0.81542,1.51542,0.10448,1.01783,1.31783,0.07573,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.431,278.321,14.020,24.833,26.111,24.833,13.373,438.283,3.736,0.000,0.13306,0.12887,0.00453,0.05500,0.0000000,2.3757922,470796300.093,5,0.0028018,847.943,0,0.00000,5.810,-23.477,-24.872,-87.595,2.526,0.000,1.405,0.171,-0.478,7.108,2.316,0.000,0,0,1
66.4667,0.06667,15.00,T2_target_rcm_entry_cone,TargetRCM_EntryCone,Done,0.4686,0.99500,1.00856,1.31032,0.09895,1.00588,1.31271,0.09907,0.79759,1.49850,0.10769,1.00000,1.30000,0.10000,0.81545,1.51545,0.10427,1.01797,1.31797,0.07594,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,13.449,278.322,14.037,24.859,26.018,24.859,13.391,438.272,3.716,0.000,0.13720,0.13302,0.00451,0.05500,0.0000000,2.3760081,1000000000000.000,5,0.0028955,820.587,0,0.00000,5.859,-23.471,-24.889,-87.356,2.606,0.000,1.427,0.178,-0.507,7.343,2.356,0.000,0,0,1
